DOW-UAP-D44_ Range Fouler Reporting Form_ Gulf of Aden_ October 2020.pdf	https://www.war.gov/medialink/ufo/release_1/dow-uap-d44-range-fouler-arabian-sea-october-2020.pdf	DOW-UAP-D44, Range Fouler Reporting Form, Gulf of Aden, October 2020	Department of War	5/8/26	10/15/20	Arabian Sea
DOW-UAP-D48_ Department of the Air Force Report_ 1996.pdf	https://www.war.gov/medialink/ufo/release_1/dow-uap-d48-report-september-1996.pdf	DOW-UAP-D48, Department of the Air Force Report, 1996	Department of War	5/8/26	9/10/96	N/A
DOW-UAP-D49_ Launch Summary_ Vandenberg AFB_ 2000.pdf	https://www.war.gov/medialink/ufo/release_1/dow-uap-d49-launch-summary-february-2000.pdf	DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000	Department of War	5/8/26	2/3/00	N/A
DOW-UAP-D5_ Mission Report_ Arabian Gulf_ 2020.pdf	https://www.war.gov/medialink/ufo/release_1/dow-uap-d5-mission-report-arabian-gulf-2020.pdf	DOW-UAP-D5, Mission Report, Arabian Gulf, 2020	Department of War	5/8/26	N/A	Mediterranean Sea
DOW-UAP-D50_ Email Correspondence_ INDOPACOM_ April 2025.pdf	https://www.war.gov/medialink/ufo/release_1/dow-uap-d50-email-correspondence-indopacom-april-2025.pdf	DOW-UAP-D50, Email Correspondence, INDOPACOM, April 2025	Department of War	5/8/26	4/10/2025-4/11/2025	N/A
DOW-UAP-D51_ Email Correspondence_ Pacific Time Zone_ March 2023.pdf	https://www.war.gov/medialink/ufo/release_1/dow-uap-d51-email-correspondence-pacific-time-zone-march-2023.pdf	DOW-UAP-D51, Email Correspondence, Pacific Time Zone, March 2023	Department of War	5/8/26	3/23/26	Pacific Time Zone
DOW-UAP-D52_ Email Correspondance_ NA_ August 2024.pdf	https://www.war.gov/medialink/ufo/release_1/dow-uap-d52-email-correspondance-na-august-2024.pdf	DOW-UAP-D52, Email Correspondance, NA, August 2024	Department of War	5/8/26	10/31/24	N/A
DOW-UAP-D54_ Mission Report_ Mediterranean Sea_ NA.pdf	https://www.war.gov/medialink/ufo/release_1/dow-uap-d54-mission-report-mediterranean-sea-na.pdf	DOW-UAP-D54, Mission Report, Mediterranean Sea, NA	Department of War	5/8/26	N/A	Mediterranean Sea
DOW-UAP-D55_ Mission Report_ Syria_ November 2016.pdf	https://www.war.gov/medialink/ufo/release_1/dow-uap-d55-mission-report-syria-november-2016.pdf	DOW-UAP-D55, Mission Report, Syria, November 2016	Department of War	5/8/26	11/18/16	Syria
DOW-UAP-D56_ Range Fouler Debrief_ Arabian Sea_ August 2020.pdf	https://www.war.gov/medialink/ufo/release_1/dow-uap-d56-range-fouler-debrief-arabian-sea-august-2020.pdf	DOW-UAP-D56, Range Fouler Debrief, Arabian Sea, August 2020	Department of War	5/8/26	8/24/20	Arabian Sea
DOW-UAP-D57_ Range Fouler Reporting Form_ Gulf of Aden_ September 2020.pdf	https://www.war.gov/medialink/ufo/release_1/dow-uap-d57-mission-report-gulf-of-aden-september-2020.pdf	DOW-UAP-D57, Range Fouler Reporting Form, Gulf of Aden, September 2020	Department of War	5/8/26	9/4/20	Gulf of Aden
